SKU_ID,SKU,BrandSlug,LineOfBusiness,Channel,SubChannel,ProductPath,BundleSlug,BundleName,BundleDescription,EffectiveDate,ExpirationDate,State,Commodity,UtilityCode,UtilityAbbrev,PremiseType,LockType,TermsOfServiceType,PricingTerm,UtilityRate,Rate,UtilityOnPeakRate,OnPeakRate,UtilityOffPeakRate,OffPeakRate,ECF,ComcastPTC_Discount,DailyServiceCharge,MonthlyServiceCharge,VAS_Code,ProductEligibilityClass,PartnerCode,PromoCode,SignupBonus,SignupVesting,MerchandiseSlug,Merchandise,MerchandiseVesting,OngoingValue,OngoingFrequency,Sunday2cents,PriorityLevel,RequiresCorrespondence,TOS_Template,TOS_TemplateLabels,UMS_KitCode,CEN_KitCode,PromoSwitchKitCode,EnvironmentUse
212200,D1BC9E63-9CDC,nrg_residential,mass_market,retention,,,retention_no_frills_gas,No Frills,SAVE2 Retention 3 Month No Frills (Gas),04/23/2019,,PA,Gas,65,PNGPA,residential,Intro,Variable,3,2.89,2.89,,,,,,,,,6,,rtn,574,,,,,,,,N,,Y,,,,,,All
212199,D19A5A2C-EE8C,nrg_residential,mass_market,retention,,,retention_no_frills_gas,No Frills,SAVE2 Retention 3 Month No Frills (Gas),04/23/2019,,PA,Gas,76,PGW,residential,Intro,Variable,3,0.45,0.45,,,,,,,,,6,,rtn,574,,,,,,,,N,,Y,,,,,,All
212197,D08B4E60-56AA,nrg_residential,mass_market,retention,,,retention_no_frills_gas,No Frills,SAVE2 Retention 3 Month No Frills (Gas),04/23/2019,,PA,Gas,77,NFGPA,residential,Intro,Variable,3,0.43,0.43,,,,,,,,,6,,rtn,574,,,,,,,,N,,Y,,,,,,All
210869,EE2C6F99-C343,nrg_residential,mass_market,retention,,,retention_no_frills_gas,No Frills,SAVE2 Retention 3 Month No Frills (Gas),04/21/2019,,OH,Gas,50,COLOHG,residential,intro,Variable,3,3.29,3.29,,,,,,,,,6,,rtn,574,,,,,,,,N,,Y,,,,,,All
210870,EEC85E65-57A6,nrg_residential,mass_market,retention,,,retention_no_frills_gas,No Frills,SAVE2 Retention 3 Month No Frills (Gas),04/21/2019,,OH,Gas,52,DEOHG,residential,intro,Variable,3,2.89,2.89,,,,,,,,,6,,rtn,574,,,,,,,,N,,Y,,,,,,All
227304,7127D196-F181,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),01/06/2020,,PA,Gas,68,UGIG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
226755,51508910-561D,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),11/12/2019,,PA,Gas,75,PECO-GAS,residential,intro,variable,3,0.55,0.55,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210621,CA59B702-892E,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,MD,Gas,57,WGL,residential,intro,variable,3,0.51,0.51,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210622,CA8648EF-0DF9,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,64,COLPAG,residential,Intro,Variable,3,3.69,0.369,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210626,CB1FC338-2A41,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,65,PNGPA,residential,Intro,Variable,3,3.6876,3.6876,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210625,CADF18F0-5314,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,76,PGW,residential,intro,variable,3,0.49,0.49,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210623,CAAB3CEF-733E,nrg_residential,mass_market,retention,,,retention_pfb_3pcnt_annual_earn_gas_3,PFB Gas Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,77,NFGPA,residential,intro,variable,3,0.47,0.47,,,,,,,,,6,,pfb,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
228396,4DC542D1-E5D0,nrg_residential,mass_market,retention,,,retention_philabundance_gives_12,Philabundance 12M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance,02/04/2020,,NJ,Electric,30,RECO,residential,contract,fixed,12,0.131,0.131,,,,,$120.00,,,,6,,pbn,143,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
214460,378F34DC-6BB5,nrg_residential,mass_market,retention,,,retention_philabundance_gives_24,Philabundance 24M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance,06/28/2019,,NJ,Electric,30,RECO,residential,contract,fixed,24,0.134,0.134,,,,,$240.00,,,,6,,pbn,143,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
227301,7297241B-D499,nrg_residential,mass_market,retention,,,retention_philabundance_gives_3_gas,Philabundance 3M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance (Gas),01/06/2020,,PA,Gas,68,UGIG,residential,Intro,Variable,3,0.45,0.45,,,,,,,,,6,,pbn,148,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
226885,1682261E-747C,nrg_residential,mass_market,retention,,,retention_philabundance_gives_3_gas,Philabundance 3M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance (Gas),11/14/2019,,PA,Gas,64,COLPAG,residential,Intro,Variable,3,2.99,0.299,,,,,,,,,6,,pbn,148,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
226614,66BC4788-811E,nrg_residential,mass_market,retention,,,retention_philabundance_gives_3_gas,Philabundance 3M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance (Gas),11/12/2019,,PA,Gas,75,PECO-GAS,residential,Intro,Variable,3,0.57,0.57,,,,,,,,,6,,pbn,148,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
226615,677867A6-3614,nrg_residential,mass_market,retention,,,retention_philabundance_gives_3_gas,Philabundance 3M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance (Gas),11/12/2019,,PA,Gas,76,PGW,residential,Intro,Variable,3,0.47,0.47,,,,,,,,,6,,pbn,148,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
226616,679CE344-F80D,nrg_residential,mass_market,retention,,,retention_philabundance_gives_3_gas,Philabundance 3M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance (Gas),11/12/2019,,PA,Gas,77,NFGPA,residential,Intro,Variable,3,0.35,0.35,,,,,,,,,6,,pbn,148,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
211413,89F9C0CA-ACCB,nrg_residential,mass_market,retention,,,retention_philabundance_gives_3_gas,Philabundance 3M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance (Gas),04/22/2019,,PA,Gas,65,PNGPA,residential,Intro,Variable,3,3.6876,3.6876,,,,,,,,,6,,pbn,148,,,,,,3%,12 Months,N,26.0,Y,,,,,,All
228397,4DE83428-D136,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_12,12M Electric Plan for Penn State Alumni Association members,LEAD Retention 12 Month - 3% Cash Back,02/04/2020,,NJ,Electric,30,RECO,residential,contract,fixed,12,0.131,0.131,,,,,$120.00,,,,6,,psu,624,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
228398,4EED2591-7023,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_3,Electric Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back,02/04/2020,,NJ,Electric,30,RECO,residential,intro,variable,3,0.123,0.123,,,,,,,,,6,,psu,624,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
227299,735AF454-EC21,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),01/06/2020,,PA,Gas,68,UGIG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
226758,584E3685-5ECD,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),11/12/2019,,PA,Gas,75,PECO-GAS,residential,intro,variable,3,0.59,0.59,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
210634,CBC6E4CB-8B0B,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,IL,Gas,69,PEOPGAS,residential,intro,variable,3,0.37,0.37,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
210633,CBB4DD6B-F3FE,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,IL,Gas,70,NICOR,residential,intro,variable,3,0.37,0.37,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
210635,CBF47265-CC53,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,MD,Gas,56,BGG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
210632,CBA39E43-A2E3,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,MD,Gas,57,WGL,residential,intro,variable,3,0.51,0.51,,,,,,,,,6,,psu,625,,,,,,3%,1 Month,N,23.0,Y,,,,,,All
210645,CD72EAB8-C8CA,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,NJ,Gas,48,PSEG Gas,residential,Intro,Variable,3,0.37,0.37,,,,,,,,,6,,psu,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210646,CD9C25E9-CE02,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,NJ,Gas,80,SJersey,residential,Intro,Variable,3,0.49,0.49,,,,,,,,,6,,psu,625,,,,,,3%,12 Months,N,23.0,Y,,,,,,All
210636,CBF8B785-0E74,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,64,COLPAG,residential,Intro,variable,3,3.69,0.369,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
210640,CCE59866-BCFC,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,65,PNGPA,residential,intro,variable,3,3.6876,3.6876,,,,,,,,,6,,psu,625,,,,,,3%,12 Month,N,23.0,Y,,,,,,All
210639,CCC39BAB-79DA,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,76,PGW,residential,intro,variable,3,0.49,0.49,,,,,,,,,6,,psu,625,,,,,,3%,1 Month,N,23.0,Y,,,,,,All
210637,CC5C0DEB-0741,nrg_residential,mass_market,retention,,,retention_psu_3pcnt_earn_gas_3,Natural Gas Plan for Penn State Alumni Association members,SAVE2 Retention 3 Month - 3% Cash Back (Gas),04/21/2019,,PA,Gas,77,NFGPA,residential,intro,variable,3,0.47,0.47,,,,,,,,,6,,psu,625,,,,,,3%,1 Month,N,23.0,Y,,,,,,All
228911,1AFB323B-2CA2,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_12,Power Trip 12 Month Electric Plan with Speedy Rewards points,LEAD Retention 12 Month,03/18/2020,,OH,Electric,72,CEI,residential,Contract,Fixed,12,0.059,0.059,,,,,$0.00,,,,6,,spw,402,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
228912,1B080C62-3E7C,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_12,Power Trip 12 Month Electric Plan with Speedy Rewards points,LEAD Retention 12 Month,03/18/2020,,OH,Electric,73,OE,residential,Contract,Fixed,12,0.057,0.057,,,,,$0.00,,,,6,,spw,402,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
228399,52A34AE7-48EE,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_12,Power Trip 12 Month Electric Plan with Speedy Rewards points,LEAD Retention 12 Month,02/04/2020,,NJ,Electric,30,RECO,residential,contract,fixed,12,0.131,0.131,,,,,$120.00,,,,6,,spw,402,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
228913,1CE1818B-06E0,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_3,Power Trip Electric Plan with Speedy Rewards points,SAVE2 Retention 3 Month,03/18/2020,,OH,Electric,73,OE,residential,intro,variable,3,0.049,0.049,,,,,,,,,6,,spw,402,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
228529,53DC6C59-F7BC,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_3,Power Trip Electric Plan with Speedy Rewards points,SAVE2 Retention 3 Month,02/09/2020,,OH,Electric,72,CEI,residential,intro,variable,3,0.049,0.049,,,,,,,,,6,,spw,402,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
228400,5310F44B-515C,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_3,Power Trip Electric Plan with Speedy Rewards points,SAVE2 Retention 3 Month,02/04/2020,,NJ,Electric,30,RECO,residential,intro,variable,3,0.123,0.123,,,,,,,,,6,,spw,402,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
227297,75143A08-9D7A,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),01/06/2020,,PA,Gas,68,UGIG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
226761,5AC2B6BB-A7E9,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),11/12/2019,,PA,Gas,75,PECO-GAS,residential,intro,variable,3,0.59,0.59,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211419,8B0C3CF1-8E14,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,IL,Gas,69,PEOPGAS,residential,intro,variable,3,0.37,0.37,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211420,8B715559-84FA,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,IL,Gas,70,NICOR,residential,intro,variable,3,0.37,0.37,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211421,8C9E646D-49F7,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,MD,Gas,56,BGG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211422,8CB0249B-970E,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,MD,Gas,57,WGL,residential,intro,variable,3,0.51,0.51,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211423,8D226884-A684,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,PA,Gas,64,COLPAG,residential,Intro,Variable,3,3.69,0.369,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211424,8D7E570E-B577,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,PA,Gas,65,PNGPA,residential,Intro,Variable,3,3.6876,3.6876,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211429,8F7E5EA5-676A,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,PA,Gas,76,PGW,residential,intro,variable,3,0.49,0.49,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
211430,8F989F70-9577,nrg_residential,mass_market,retention,,,retention_spw_1pt_earn_gas_3,Power Trip Natural Gas Plan with Speedy Rewards points,SAVE2 Retention 3 Month (Gas),04/22/2019,,PA,Gas,77,NFGPA,residential,intro,variable,3,0.47,0.47,,,,,,,,,6,,spw,403,,,,,,1*,1 Month,N,23.0,Y,,,,,,All
228914,1EB1B749-3546,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_12,Power Trip 12 Month Electric Plan with Rapid Rewards points,LEAD Retention 12 Month SWA - 2 points per $1,03/18/2020,,OH,Electric,72,CEI,residential,Contract,Fixed,12,0.059,0.059,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228915,1F0E57AC-C844,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_12,Power Trip 12 Month Electric Plan with Rapid Rewards points,LEAD Retention 12 Month SWA - 2 points per $1,03/18/2020,,OH,Electric,73,OE,residential,Contract,Fixed,12,0.057,0.057,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228401,5324896A-2D31,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_12,Power Trip 12 Month Electric Plan with Rapid Rewards points,LEAD Retention 12 Month SWA - 2 points per $1,02/04/2020,,NJ,Electric,30,RECO,residential,contract,fixed,12,0.131,0.131,,,,,$120.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
214432,37959936-39E1,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_12,Power Trip 12 Month Electric Plan with Rapid Rewards points,LEAD Retention 12 Month SWA - 2 points per $1,06/28/2019,,IL,Electric,81,Ameren,residential,Contract,Fixed,12,0.068,0.068,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
225690,59CF6E0A-3028,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_24,Power Trip 24 Month Electric Plan with Rapid Rewards points,LEAD Retention 24 Month SWA - 2 points per $1,10/08/2019,,NJ,Electric,30,RECO,residential,contract,fixed,24,0.145,0.145,,,,,$240.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210100,7C160EFE-00A3,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_24,Power Trip 24 Month Electric Plan with Rapid Rewards points,LEAD Retention 24 Month SWA - 2 points per $1,04/21/2019,,OH,Electric,72,CEI,residential,Contract,Fixed,24,0.073,0.073,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210101,7C1DE6F6-8FEC,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_24,Power Trip 24 Month Electric Plan with Rapid Rewards points,LEAD Retention 24 Month SWA - 2 points per $1,04/21/2019,,OH,Electric,73,OE,residential,Contract,Fixed,24,0.073,0.073,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228916,21AD065F-E7F2,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_3,Power Trip Electric Plan with Rapid Rewards points,SAVE2 Retention 3 Month SWA - 2 points per $1,03/18/2020,,OH,Electric,73,OE,residential,intro,variable,3,0.049,0.049,,,,,,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228533,5516273A-8A39,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_3,Power Trip Electric Plan with Rapid Rewards points,SAVE2 Retention 3 Month SWA - 2 points per $1,02/09/2020,,OH,Electric,72,CEI,residential,intro,variable,3,0.049,0.049,,,,,,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228402,54BF28B0-0F80,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_3,Power Trip Electric Plan with Rapid Rewards points,SAVE2 Retention 3 Month SWA - 2 points per $1,02/04/2020,,NJ,Electric,30,RECO,residential,intro,variable,3,0.123,0.123,,,,,,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210102,7C724A55-0DBB,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_3,Power Trip Electric Plan with Rapid Rewards points,SAVE2 Retention 3 Month SWA - 2 points per $1,04/21/2019,,IL,Electric,81,Ameren,residential,intro,variable,3,0.052,0.052,,,,,,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228917,24EEE017-DE40,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_6,Power Trip 6 Month Electric Plan with Rapid Rewards points,SAVE1 Retention 6 Month SWA - 2 points per $1,03/18/2020,,OH,Electric,72,CEI,residential,Contract,Fixed,6,0.053,0.053,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228918,2623CAF2-1BB9,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_6,Power Trip 6 Month Electric Plan with Rapid Rewards points,SAVE1 Retention 6 Month SWA - 2 points per $1,03/18/2020,,OH,Electric,73,OE,residential,Contract,Fixed,6,0.053,0.053,,,,,$0.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
228403,55A597A1-2734,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_6,Power Trip 6 Month Electric Plan with Rapid Rewards points,SAVE1 Retention 6 Month SWA - 2 points per $1,02/04/2020,,NJ,Electric,30,RECO,residential,contract,fixed,6,0.125,0.125,,,,,$60.00,,,,6,,swa,620,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
227295,75AD017C-173B,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),01/06/2020,,PA,Gas,68,UGIG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
226764,5E3B5B30-5495,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),11/12/2019,,PA,Gas,75,PECO-GAS,residential,intro,variable,3,0.59,0.59,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210114,7DEBEC96-727B,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,IL,Gas,69,PEOPGAS,residential,intro,variable,3,0.37,0.37,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210113,7DE0214A-4DC1,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,IL,Gas,70,NICOR,residential,intro,variable,3,0.37,0.37,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210115,7DFD5F74-E2C8,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,MD,Gas,56,BGG,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210109,7D6E3FAD-5DCE,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,MD,Gas,57,WGL,residential,intro,variable,3,0.51,0.51,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210125,803C69C9-59CC,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,NJ,Gas,48,PSEG Gas,residential,Intro,Variable,3,0.37,0.37,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210126,806821BF-2DFA,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,NJ,Gas,80,SJersey,residential,Intro,Variable,3,0.49,0.49,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210110,7D84BFEA-DAA8,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,OH,Gas,50,COLOHG,residential,intro,Variable,3,4.19,0.419,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
210112,7D90375E-9733,nrg_residential,mass_market,retention,,,retention_swa_2pcnt_earn_gas_3,Power Trip Natural Gas Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 2 points per $1 (Gas),04/21/2019,,OH,Gas,51,DUKEOHG,residential,intro,Variable,3,0.419,0.419,,,,,,,,,6,,swa,621,,,,,,2*,1 Month,N,23.0,Y,,,,,,All
