Action,SKU,CampaignID,OfferID,BrandSlug,ChannelSlug,SubChannel,Ranking,ProductSlug,ProductName,ProductDescription,BaseProduct,ProductPath,ExpirationDate,StateSlug,Commodity,UtilitySlug,UtilityZone,PremiseType,PricingTerm,PricingEngineLockType,TermsOfServiceType,UtilityRate,Rate,UtilityOnPeakRate,OnPeakRate,UtilityOffPeakRate,OffPeakRate,PenaltyType,EarlyCancellationFee,DailyServiceCharge,MonthlyServiceCharge,VASCode,ProductEligibilityClass,Adder,PartnerCode,PromoCode,MerchandiseText,MerchandiseSlug,MerchandiseVesting,SignupBonus,SignupVesting,OngoingValue,OngoingFrequency,PriorityLevel,TermsOfServiceTemplate,RequiresPriceChangeNotice,RateCategory
None,g7c60723daa61428,U-00005399,1000049852,nrg_residential,inbound_telemarketing,,,3m_amtrak_20k_2mnths,Amtrak Double Points Offer,"20,000 Amtrak Guest Rewards points after 2 months for electric, 2,500 points for adding Gas",variable,hidden,03/03/3333,ma,electric,ngntkt,,residential,3,intro,variable,0.15,0.15,,,,,,,,,6,,,atk,249,,,,"20,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g7c64a3839044e05,U-00005747,1000050295,nrg_residential,rollover,,,variable,Variable,"$50 contribution to Philabundance after 1 month of service, and 1% ongoing contribution annually",Fixed,Charitable Contributions,04/04/4444,nj,electric,reco,,residential,1,intro,variable,0.127,0.127,,,,,,0.0,,,6,,,pbn,142,,,,$50,1 Months,1%,12 Months,,,False,NRGHRVAR2
None,g7c6943402dbe203,U-00003886,1000049119,nrg_residential,web,,,bigbrothersbigsisters_gives,Fixed plan that benefits Big Brothers Big Sisters,"$50 contribution to Big Brothers Big Sisters after 1 month of service, and 1% ongoing contribution annually",,,02/02/2222,pa,electric,duq,,residential,12,contract,fixed,0.095,0.095,,,,,prorated,120.0,,,6,,,bbs,142,,,,$50,1 Months,1%,12 Months,26.0,,True,NRGHRFIX
None,g7c6a99bbb57e398,U-00005662,1000050128,nrg_residential,web,,,spw_2mon_50000_bonus_15pcnt_earn,Power Trip Electric Plan with Speedy Rewards points,"50,000 bonus/ 15 points per $1 - Jan 2020 DM",Fixed,,04/04/4444,nj,electric,reco,,residential,3,intro,variable,0.1,0.1,,,,,,,,,6,,,spw,408,,,,"50,000 points",2 Months,15*,1 Month,23.0,,False,NRGHRVAR2
None,g7c738056fa9810f,U-00003282,1000047647,nrg_residential,door_to_door,,,gz_rockout2_black,Renewable Plan,Goal Zero Rock Out 2 Solar Speaker,,,02/02/2222,ma,electric,come,,residential,6,contract,fixed,0.129,0.129,,,,,prorated,60.0,,,11,,,gze,406,Goal Zero Rock Out 2 Solar Rechargeable Speaker,gz_rockout2_black,P3M,,,,,,,False,NRGHRFIX
None,g7c73d3c36ad2f3d,U-00004370,1000023289,nrg_residential,realtor,,,gz_rockout2_black_real,Renewable Plan,Goal Zero Rock Out 2 Solar Speaker,,Customer Facing|Realtor Facing,02/02/2222,pa,electric,penelec,,residential,6,contract,fixed,0.088,0.088,,,,,prorated,60.0,,,11,,,gze,406,Goal Zero Rock Out 2 Solar Rechargeable Speaker,gz_rockout2_black,P3M,,,,,25.0,,True,NRGHRFIX
None,g7c99de60de7ecbb,U-00005270,1000047316,nrg_residential,web,,,ual_6mofix_10pct_10000_2pcnt_earn,UAL - Fixed Price Test 6mo Fixed/10% Disc,"10,000 /2 points per $1  (6mo fixed/10% disc) - January 2020 DM",,,12/31/9999,nj,electric,pseg,,residential,6,contract,fixed,0.109,0.109,,,,,prorated,60.0,,,6,,,ual,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRFIX2
None,g7cae6df79d34695,U-00004434,1000048748,nrg_residential,retention,,4.0,retention_no_frills,No Frills,LEAD Retention 12 Month No Frills,,LEAD,02/02/2222,ny,electric,coned,,residential,12,contract,fixed,0.11,0.11,,,,,prorated,100.0,,,6,,,rtn,524,,,,,,,,,,False,NRGHRFIX3
None,g7cb6cc389086744,U-00004739,1000047073,nrg_residential,web,,,atk_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with Amtrak Guest Rewards points,"10,000 bonus/ 2 points per $1 - Jan 2020 DM",,,12/31/9999,oh,electric,aepn,,residential,3,intro,variable,0.040999999999999995,0.040999999999999995,,,,,,,,,6,,,atk,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g7cbfe399dc8fcc9,U-00004881,1000047960,nrg_residential,web,,,fnf_ual_2m_13000_bonus_3pcnt_earn,FNF CH Power Trip Electric Plan with MileagePlus miles,"13,000 after 2M/ 3 miles per $1 (Cardholder)",,,02/02/2222,nj,electric,pseg,,residential,12,contract,fixed,0.149,0.149,,,,,prorated,120.0,,,6,,,ual,198,,,,"13,000 Miles",2 Months,3*,1 Month,8.0,,False,NRGHRFIX2
None,g7cd9e0ae710e162,U-00005367,1000049790,nrg_residential,door_to_door,,,rollover_test_1,Rolllover test,D2D Cash Back Only Plan,Fixed,,02/02/2222,nj,electric,ace,,residential,6,contract,fixed,0.11699999999999999,0.11699999999999999,,,,,prorated,60.0,,,6,,,nrr,535,,,,$50,6 Months,5%,12 Months,,,False,NRGHRFIX2
None,g7cdf131d8d95e08,U-00004780,1000034879,nrg_residential,retention,,1.0,retention_ual_3pcnt_earn_24,CH Power Trip 24 Month Electric Plan with MileagePlus miles,LEAD Retention 24 Month UAL - 3 miles per $1 (Cardholders only),,LEAD,02/02/2222,ny,electric,rge,,residential,24,contract,fixed,0.08625,0.08625,,,,,prorated,100.0,,,6,,,ual,622,,,,,,3*,1 Month,23.0,,False,NRGHRFIX3
None,g7ce21b4b861d38a,U-00004781,1000047035,nrg_residential,inbound_telemarketing,,,aal_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with AAdvantage miles,"10,000 bonus/ 2 miles per $1 - Jan 2020 DM",,Partnership/Airline/American,12/31/9999,nj,electric,ace,,residential,3,intro,variable,0.08900000000000001,0.08900000000000001,,,,,,,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRVAR2
None,g7ce3d4ff5ccdb4e,U-00005454,1000049950,nrg_residential,retention,,1.0,retention_swa_2pcnt_earn_12,Power Trip 12 Month Electric Plan with Rapid Rewards points,LEAD Retention 12 Month SWA - 2 points per $1,Fixed,LEAD,04/04/4444,oh,electric,cei,,residential,12,contract,fixed,0.069,0.069,,,,,prorated,0.0,,,6,,,swa,620,,,,,,2*,1 Month,23.0,,False,NRGHRFIX
None,g7ce74e134f3c658,U-00002419,1000027557,nrg_residential,retail,price_lock,,price_lock_12m,12M Price Lock Plan,12M Price Lock Plan,,,02/02/2222,ma,electric,beco,,residential,12,contract,fixed,0.145,0.145,,,,,prorated,120.0,,,6,,,nrr,524,,,,,,,,,,False,NRGHRFIX
None,g7ce8ce46a2020cd,U-00004770,1000047122,nrg_residential,web,,,psu_2mon_100_bonus_3pcnt_earn,Electric Plan for Penn State Alumni Association members,$100 Check/ 3% Cash Back - Email Jan 2020 DM,,,12/31/9999,ma,electric,come,,residential,3,intro,variable,0.105,0.105,,,,,,,,,6,,,psu,84,,,,$100,2 Months,3%,12 Months,23.0,,False,NRGHRVAR
None,g7cf34c13bb3fda3,U-00005234,1000047497,nrg_residential,web,,,swa_2mon_12500_bonus_3pcnt_earn,SWA Premier Power Trip Electric Plan w Rapid Rewards points,"12,500 bonus/ 3 points per $1  (SWA Premier Only) - January 2020 DM",,,12/31/9999,oh,electric,dukeoh,,residential,3,intro,variable,0.042,0.042,,,,,,,,,6,,,swa,98,,,,"12,500 Points",2 Months,3*,1 Month,23.0,,False,NRGHRVAR
None,g7d08f2cc0131051,U-00004680,1000035250,nrg_residential,inbound_telemarketing,,,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,,Google Products,12/31/9999,pa,electric,peco,,residential,3,intro,variable,0.079,0.079,,,,,,,,,6,,,goo,192,Google Home Mini,google_home_mini,P3M,,,,,,,False,NRGHRVAR
None,g7d0ce11c20d6685,U-00003845,1000048293,nrg_residential,inbound_telemarketing,,,cash_back_only,The Cash Back Plan,Inbound Cash Back Only Plan,,*Primary Plans,02/02/2222,oh,electric,aeps,,residential,6,contract,fixed,0.059000000000000004,0.059000000000000004,,,,,prorated,0.0,,,6,,,nrr,535,,,,$50,6 Months,5%,12 Months,,,False,NRGHRFIX
None,g7d265f8dfe4559d,U-00004472,1000049327,nrg_residential,web,,,bigbrothersbigsisters_gives_flex,Flexible plan that benefits Big Brothers Big Sisters,"$50 contribution to Big Brothers Big Sisters after 1 month of service, and 1% ongoing contribution annually",,,02/02/2222,pa,electric,ppl,,residential,3,intro,variable,0.07200000000000001,0.07200000000000001,,,,,,,,,6,,,bbs,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
None,g7d3932fe4a8304f,U-00004825,1000049599,nrg_residential,retail,hidden,,swa_2mon_12500_bonus_3pcnt_earn,CH Power Trip Electric Plan with 12500 Rapid Rewards points,"12,500 bonus/ 3 points per $1  (Cardholders only)",,,02/02/2222,pa,electric,duq,,residential,3,intro,variable,0.067,0.067,,,,,,,,,6,,,swa,98,,,,"12,500 Points",2 Months,3*,1 Month,23.0,,False,NRGHRVAR
None,g7d3a191e690af8c,U-00004441,1000027940,nrg_residential,retention,,4.0,retention_no_frills,No Frills,SAVE2 Retention 3 Month No Frills,,SAVE2,02/02/2222,pa,electric,duq,,small_business,3,intro,variable,0.0929,0.0929,,,,,,,,,6,,,rtn,524,,,,,,,,,,False,NRGHSBVAR
None,g7d43a82910d8c9c,U-00003512,1000043079,nrg_residential,web,,,variable_corporate,Essentials Electric Variable Plan,Basic Web Variable Plan - nrghomepower.com,,,02/02/2222,nj,electric,ace,,residential,3,intro,variable,0.109,0.109,,,,,,,,,7,,,nrr,632,,,,$25,3 Months,1%,12 Months,,,False,NRGHRVAR2
None,g7d4d2c7ee2eb171,U-00004351,1000035477,nrg_residential,inbound_telemarketing,,,fnf_hop_75_1pcnt_annual,FNF Choose to Give - HOP,$75 donation after 1M/ 1% ongoing,,Friends and Family,02/02/2222,nj,electric,ace,,residential,12,contract,fixed,0.10800000000000001,0.10800000000000001,,,,,prorated,120.0,,,6,,,hop,149,,,,$75,1 Months,1%,12 Months,8.0,,False,NRGHRFIX2
None,g7d69f2fe91386de,U-00004745,1000047160,nrg_residential,inbound_telemarketing,,,spw_2mon_50000_bonus_15pcnt_earn,Power Trip Electric Plan with Speedy Rewards points,"50,000 bonus/ 15 points per $1 - Jan 2020 DM",,Partnership/Retail Rewards/Speedy Rewards (Speedway),12/31/9999,pa,electric,wpp,,residential,3,intro,variable,0.046,0.046,,,,,,,,,6,,,spw,408,,,,"50,000 Points",2 Months,15*,1 Month,23.0,,False,NRGHRVAR
None,g7d779235b5fbffb,U-00005270,1000047314,nrg_residential,web,,,ual_6mofix_10pct_10000_2pcnt_earn,UAL - Fixed Price Test 6mo Fixed/10% Disc,"10,000 /2 points per $1  (6mo fixed/10% disc) - January 2020 DM",,,12/31/9999,nj,electric,ace,,residential,6,contract,fixed,0.08900000000000001,0.08900000000000001,,,,,prorated,60.0,,,6,,,ual,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRFIX2
None,g7d7904413e05647,U-00004748,1000048208,nrg_residential,inbound_telemarketing,,,fnf_ual_2m_10500_bonus_2pcnt_earn,FNF Power Trip Electric Plan with MileagePlus miles,"10,500 after 2M/ 2 miles per $1",,Friends and Family,02/02/2222,pa,electric,duq,,residential,12,contract,fixed,0.0729,0.0729,,,,,prorated,120.0,,,6,,,ual,44,,,,"10,500 Miles",2 Months,2*,1 Month,8.0,,True,NRGHRFIX
None,g7d7e43228979028,U-00004911,1000036830,nrg_residential,inbound_telemarketing,,,nst_1mon_15mon_fixed,Learn & Conserve Plan,Google Nest after 1 month of service,,Google Nest Learn and Conserve Plan,02/02/2222,ma,electric,camb,,residential,15,contract,fixed,0.14,0.14,,,,,prorated,150.0,,,6,,,nst,612,Google Nest Learning Thermostat,nest_learning_thermostat,1 month,,,,,,,False,NRGHRFIX
None,g7d865f02454271e,U-00004792,1000036956,nrg_residential,retention,,1.0,retention_spw_1pt_earn_12,Power Trip 12 Month Electric Plan with Speedy Rewards points,LEAD Retention 12 Month,,LEAD,02/02/2222,md,electric,delmarva,,residential,12,contract,fixed,0.096,0.096,,,,,prorated,120.0,,,6,,,spw,402,,,,,,1*,1 Month,23.0,,False,NRGHRFIX
None,g7d92115240f21e7,U-00005720,1000050273,nrg_residential,rollover,aal,,variable,Variable,"10,000 bonus/ 2 miles per $1",Fixed,,04/04/4444,oh,electric,cei,,residential,1,intro,variable,0.068,0.068,,,,,,0.0,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,,NRGH-OH-PE-V01-20170623,False,NRGHRVAR
None,g7dac6d027213df0,U-00003438,1000037735,nrg_residential,realtor,,,realtor_variable_cb,Realtor Select Plan - 3 Month,Realtor Select Plan - 3 Month,,Realtor Facing,02/02/2222,pa,electric,duq,,residential,3,intro,variable,0.071,0.071,,,,,,,,,6,,,nrr,563,,,,$25,2 Months,3%,12 Months,25.0,,False,NRGHRVAR
None,g7db3d764d8db716,U-00003952,1000035428,nrg_residential,inbound_telemarketing,,,fnf_75_bonus_5pcnt_earn,FNF Cash Back 6M Fixed,$75 bonus after 6M/ 5% Cash Back,,Friends and Family,02/02/2222,nj,electric,pseg,,residential,6,contract,fixed,0.114,0.114,,,,,prorated,60.0,,,6,,,nrr,187,,,,$75,6 Months,5%,12 Months,8.0,,False,NRGHRFIX2
None,g7db61b0a034782f,U-00005688,1000050230,nrg_residential,rollover,,,variable,Variable,24M Price Lock Plan,Fixed,,04/04/4444,oh,electric,cei,,residential,1,intro,variable,0.076,0.076,,,,,,0.0,,,6,,,nrr,524,,,,,,,,,,False,NRGHRVAR
None,g7dbae665f399525,U-00004792,1000048698,nrg_residential,retention,,1.0,retention_spw_1pt_earn_12,Power Trip 12 Month Electric Plan with Speedy Rewards points,LEAD Retention 12 Month,,LEAD,02/02/2222,pa,electric,meted,,residential,12,contract,fixed,0.08,0.08,,,,,prorated,120.0,,,6,,,spw,402,,,,,,1*,1 Month,23.0,,True,NRGHRFIX
None,g7dca5eb42586d98,U-00004421,1000048099,nrg_residential,retention,,3.0,retention_cb_and_green,Cash Back + Green Option,SAVE1 Retention 6 Month 1% Cash Back and 25% Green,,SAVE1,02/02/2222,nj,electric,jcpl,,residential,6,contract,fixed,0.09699999999999999,0.09699999999999999,,,,,prorated,60.0,,,7,,,rtn,522,,,,,,1%,3 Months,,,False,NRGHRFIX2
None,g7dcac1946bad812,U-00004880,1000035589,nrg_residential,web,,,fnf_swa_2m_13000_bonus_3pcnt_earn,FNF CH Power Trip Electric Plan with Rapid Rewards points,"13,000 after 2M/ 3 points per $1 (Cardholder)",,,02/02/2222,ny,electric,nyseg,,residential,12,contract,fixed,0.068,0.068,,,,,prorated,100.0,,,6,,,swa,198,,,,"13,000 Miles",2 Months,3*,1 Month,8.0,,False,NRGHRFIX3
None,g7dd38232407c2e9,U-00005268,1000047336,nrg_residential,web,,,ual_12mofix_5pct_12500_3pcnt_earn,UAL CH - Fixed Price Test 12mo Fixed/5% Disc,"12,500 /3 points per $1  (12mo fixed/5% disc) - January 2020 DM",,,12/31/9999,oh,electric,dukeoh,,residential,12,contract,fixed,0.053,0.053,,,,,fixed,0.0,,,6,,,ual,98,,,,"12,500 Miles",2 Months,3*,1 Month,23.0,,False,NRGHRFIX
None,g7ddc87fa9bc31f5,U-00004752,1000048342,nrg_residential,retention,,1.0,retention_aal_2pcnt_earn_12,Power Trip 12 Month Electric Plan with AAdvantage miles,LEAD Retention 12 Month AAL - 2 miles per $1,,LEAD,02/02/2222,oh,electric,te,,residential,12,contract,fixed,0.063,0.063,,,,,prorated,0.0,,,6,,,aal,620,,,,,,2*,1 Month,23.0,,False,NRGHRFIX
None,g7de315f63878af1,U-00003684,1000049462,nrg_residential,inbound_telemarketing,,,nemours_gives_flex,Flexible plan that benefits duPont Hospital for Children,"$50 contribution to Nemours after 1 month of service, and 1% ongoing contribution annually",,Charitable Contributions,02/02/2222,pa,electric,peco,,residential,3,intro,variable,0.063,0.063,,,,,,,,,6,,,nem,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
None,g7de7cd3e3b8e7c5,U-00004731,1000047052,nrg_residential,web,,,ama_2mon_75_cash_3pcnt_earn,Electric Plan for AAA Mid-Atlantic members,$75 Check/ 3% Cash Back - Jan 2020 DM,,,12/31/9999,nj,electric,ace,,residential,3,intro,variable,0.08900000000000001,0.08900000000000001,,,,,,,,,6,,,ama,78,,,,$75,2 Months,3%,12 Months,23.0,,False,NRGHRVAR2
None,g7df4fe7623aade5,U-00004812,1000034552,nrg_residential,retention,,1.0,retention_swa_2pcnt_earn_6,Power Trip 6 Month Electric Plan with Rapid Rewards points,SAVE1 Retention 6 Month SWA - 2 points per $1,,SAVE1,02/02/2222,md,electric,pepco,,residential,6,contract,fixed,0.086,0.086,,,,,prorated,60.0,,,6,,,swa,620,,,,,,2*,1 Month,23.0,,False,NRGHRFIX
None,g7dfbbc95323aac5,U-00004756,1000047127,nrg_residential,inbound_telemarketing,,,psu_2mon_100_bonus_3pcnt_earn,Electric Plan for Penn State Alumni Association members,$100 Check/ 3% Cash Back - Jan 2020 DM,,Partnership/Alumni Associations/PSU,12/31/9999,md,electric,bge,,residential,3,intro,variable,0.053,0.053,,,,,,,,,6,,,psu,84,,,,$100,2 Months,3%,12 Months,23.0,,False,NRGHRVAR
None,g7e02beb8cd98aae,U-00004751,1000047788,nrg_residential,inbound_telemarketing,,,ama_2mon_75_cash_3pcnt_earn_corporate,Electric Plan for AAA Mid-Atlantic members,$75 Check/ 3% Cash Back - nrghomepower.com,,Partnership/Travel/AAA,02/02/2222,nj,electric,jcpl,,residential,3,intro,variable,0.095,0.095,,,,,,,,,6,,,ama,78,,,,$75,2 Months,3%,12 Months,23.0,,False,NRGHRVAR2
None,g7e09edc0e1540f1,U-00005231,1000047109,nrg_residential,inbound_telemarketing,,,0120dm,Variable Plan,Basic Inbound Variable Plan - Jan 2020 DM,,hidden,12/31/9999,oh,electric,aepn,,residential,3,intro,variable,0.040999999999999995,0.040999999999999995,,,,,,,,,6,,,nrr,553,,,,$50,2 Months,3%,12 Months,23.0,,False,NRGHRVAR
None,g7e0bf9e13c69396,U-00004739,1000047072,nrg_residential,web,,,atk_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with Amtrak Guest Rewards points,"10,000 bonus/ 2 points per $1 - Jan 2020 DM",,,12/31/9999,nj,electric,pseg,,residential,3,intro,variable,0.109,0.109,,,,,,,,,6,,,atk,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR2
None,g7e3a5a2c554d532,U-00005541,1000050098,nrg_residential,inbound_telemarketing,,,ual_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with MileagePlus miles,"10,000 bonus/ 2 miles per $1 - Jan 2020 DM",Fixed,Partnership/Airline/United Airlines,04/04/4444,oh,electric,oe,,residential,3,intro,variable,0.037,0.037,,,,,,,,,6,,,ual,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g7e3a717fec2d548,U-00005713,1000050277,nrg_residential,rollover,swa,,variable,Variable,"10,000 bonus/ 2 points per $1",Fixed,,04/04/4444,nj,electric,reco,,residential,1,intro,variable,0.139,0.139,,,,,,0.0,,,6,,,swa,47,,,,"10,000 points",2 Months,2*,1 Month,,,False,NRGHRVAR2
None,g7e3e2e29fa8c392,U-00004758,1000047256,nrg_residential,web,,,swa_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with Rapid Rewards points,"10,000 bonus/ 2 points per $1 - Jan 2020 DM",,,12/31/9999,ma,electric,wmeco,,residential,3,intro,variable,0.098,0.098,,,,,,,,,6,,,swa,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g7e3fdbfed161904,U-00005738,1000050257,nrg_residential,rollover,,,variable,Variable,"10,500 after 2M/ 2 points per $1",Fixed,Friends and Family,04/04/4444,oh,electric,cei,,residential,1,intro,variable,0.068,0.068,,,,,,0.0,,,6,,,swa,44,,,,"10,500 Miles",2 Months,2*,1 Month,,,False,NRGHRVAR
None,g7e42c4aa78e8f1c,U-00004780,1000034882,nrg_residential,retention,,1.0,retention_ual_3pcnt_earn_24,CH Power Trip 24 Month Electric Plan with MileagePlus miles,LEAD Retention 24 Month UAL - 3 miles per $1 (Cardholders only),,LEAD,02/02/2222,oh,electric,dpl,,residential,24,contract,fixed,0.079,0.079,,,,,prorated,0.0,,,6,,,ual,622,,,,,,3*,1 Month,23.0,,False,NRGHRFIX
None,g7e457680f341a54,U-00004705,1000036759,nrg_residential,web,,,google_homehub_36mnths_corporate,36M Speak & Play,36M Speak & Play Google Nest Hub - nrghomepower.com,,,12/31/9999,md,electric,pepco,,residential,36,contract,fixed,0.105,0.105,,,,,prorated,360.0,,,6,,,goo,196,Google Nest Hub,google_home_hub,P5M,,,,,,,False,NRGHRFIX
None,g7e47d02f670fed8,U-00004743,1000035566,nrg_residential,web,,,fnf_swa_2m_10500_bonus_2pcnt_earn,FNF Power Trip Electric Plan with Rapid Rewards points,"10,500 after 2M/ 2 points per $1",,,02/02/2222,ny,electric,ngrid,,residential,12,contract,fixed,0.065,0.065,,,,,prorated,100.0,,,6,,,swa,44,,,,"10,500 Miles",2 Months,2*,1 Month,8.0,,False,NRGHRFIX3
None,g7e49e517f9146c5,U-00004703,1000035249,nrg_residential,web,,,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,,,12/31/9999,pa,electric,meted,,residential,3,intro,variable,0.075,0.075,,,,,,,,,6,,,goo,192,Google Home Mini,google_home_mini,P3M,,,,,,,False,NRGHRVAR
None,g7e5fbce298b3d0c,U-00004440,1000047871,nrg_residential,retention,,4.0,retention_no_frills,No Frills,SAVE1 Retention 6 Month No Frills,,SAVE1,02/02/2222,ma,electric,camb,,residential,6,contract,fixed,0.125,0.125,,,,,prorated,60.0,,,6,,,rtn,524,,,,,,,,,,False,NRGHRFIX
None,g7e6492876203509,U-00005660,1000050115,nrg_residential,web,,,psu_2mon_100_bonus_3pcnt_earn,Electric Plan for Penn State Alumni Association members,$100 Check/ 3% Cash Back - Jan 2020 DM,Fixed,,04/04/4444,nj,electric,reco,,residential,3,intro,variable,0.1,0.1,,,,,,,,,6,,,psu,84,,,,$100,2 Months,3%,12 Months,23.0,,False,NRGHRVAR2
None,g7e6e7577c489ef5,U-00003304,1000048767,nrg_residential,inbound_telemarketing,,,fnf_gz_rockout_torch_3_months,FNF Renewable,GZ Rock Out and GZ Torch after 3M,,Friends and Family,02/02/2222,oh,electric,dpl,,residential,12,contract,fixed,0.055,0.055,,,,,prorated,0.0,,,11,,,gze,159,GZ Rock Out 2 Solar Speaker|Torch 250 Flashlight,gz_rockout2_black|gz_torch250,P3M|P3M,,,,,8.0,,False,NRGHRFIX
None,g7e71025be1610aa,U-00005254,1000047297,nrg_residential,web,,,aal_6mofix_15pct_10000_2pcnt_earn,AAL - Fixed Price Test 6mo Fixed/15% Disc,"10,000 /2 points per $1  (6mo fixed/15% disc) - January 2020 DM",,,12/31/9999,ma,electric,ngntkt,,residential,6,contract,fixed,0.11800000000000001,0.11800000000000001,,,,,prorated,60.0,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRFIX
None,g7e78d3e59d3ae88,U-00002433,1000036723,nrg_residential,web,,,employee_offer,Employee Offer,Employee Offer,,,02/02/2222,oh,electric,aepn,,residential,1,intro,variable,0.049,0.049,,,,,,,,,6,,,emp,524,,,,,,,,18.0,,False,NRGHRVAR
None,g7e873965e9d26a3,U-00004829,1000048667,nrg_residential,retention,,1.0,retention_swa_3pcnt_earn_3,CH Power Trip Electric Plan with Rapid Rewards points,SAVE2 Retention 3 Month - 3 points per $1 (Cardholders only),,SAVE2,02/02/2222,oh,electric,te,,residential,3,intro,variable,0.051,0.051,,,,,,,,,6,,,swa,622,,,,,,3*,1 Month,23.0,,False,NRGHRVAR
None,g7e882f9477e26fb,U-00004834,1000036193,nrg_residential,web,,,csr_2mon_10000_bonus_2pcnt_earn_corporate,Power Play Electric Plan with Caesars Rewards,"10,000 bonus/ 2 credits per $1 - nrghomepower.com",,,02/02/2222,md,electric,delmarva,,residential,3,intro,variable,0.08,0.08,,,,,,,,,6,,,csr,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g7e9202e5b525427,U-00003810,1000049199,nrg_residential,retail,sams,,6m_samsclub_50_3mnths,Sam's Club Secure Plus Plan,Secure Plus Plan - $50 Gift Card,,,02/02/2222,md,electric,apmd,,residential,6,contract,fixed,0.069,0.069,,,,,prorated,60.0,,,6,,,sam,414,,,,$50,3 months,,,22.0,,False,NRGHRFIX
None,g7e9c42ba74777f7,U-00004773,1000034756,nrg_residential,retention,,1.0,retention_ual_2pcnt_earn_24,Power Trip 24 Month Electric Plan with MileagePlus miles,LEAD Retention 24 Month UAL - 2 miles per $1,,LEAD,02/02/2222,oh,electric,dpl,,residential,24,contract,fixed,0.079,0.079,,,,,prorated,0.0,,,6,,,ual,620,,,,,,2*,1 Month,23.0,,False,NRGHRFIX
None,g7ea04f471b29cca,U-00004386,1000049587,nrg_residential,retail,pfb,,pfb_2mon_100_bonus_5pcnt_annual_earn,PA Farm Bureau 24M Fixed Plan,$100 Check/ 5% Annual Cash Back,,Partnership/Farm Bureau,02/02/2222,pa,electric,penelec,,residential,24,contract,fixed,0.086,0.086,,,,,prorated,240.0,,,6,,,pfb,85,,,,$100,2 Months,5%,12 Months,23.0,,True,NRGHRFIX
None,g7eb317082b3eaa1,U-00004717,1000049648,nrg_residential,retail,swa,,swa_6mon_10000_bonus_2pcnt_earn,Power Trip 6 Month Electric Plan with Rapid Rewards points,"10,000 bonus/ 2 points per $1",,,02/02/2222,pa,electric,penelec,,residential,6,contract,fixed,0.066,0.066,,,,,prorated,60.0,,,6,,,swa,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,True,NRGHRFIX
None,g7eb66d20895862b,U-00004836,1000049432,nrg_residential,inbound_telemarketing,,,csr_2mon_10000_bonus_2pcnt_earn_corporate,Power Play Electric Plan with Caesars Rewards,"10,000 bonus/ 2 credits per $1 - nrghomepower.com",,Partnership/Hotel/Ceasars,02/02/2222,pa,electric,penn,,residential,3,intro,variable,0.075,0.075,,,,,,,,,6,,,csr,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g7eddd4382b38985,U-00005233,1000047197,nrg_residential,web,,,0120dm,Variable Plan,Basic Web Variable Plan - Jan 2020 DM,,,12/31/9999,il,electric,comed,,residential,3,intro,variable,0.061,0.061,,,,,,,,,6,,,nrr,553,,,,$50,2 Months,3%,12 Months,23.0,,False,NRGHRVAR
None,g7ee962afa7fec1f,U-00004752,1000037057,nrg_residential,retention,,1.0,retention_aal_2pcnt_earn_12,Power Trip 12 Month Electric Plan with AAdvantage miles,LEAD Retention 12 Month AAL - 2 miles per $1,,LEAD,02/02/2222,md,electric,pepco,,residential,12,contract,fixed,0.08800000000000001,0.08800000000000001,,,,,prorated,120.0,,,6,,,aal,620,,,,,,2*,1 Month,23.0,,False,NRGHRFIX
